current_stock,running_stock,quantity,unit_price,transaction_cost,section_id,brand,supplier,location,manager,section_name,transaction_type,unit_of_measure,performed_by,transaction_date,stock_level
41,49,23,541.1,250.31,3,Brand D,Supplier X,Depot 1,Manager 2,Section C,Purchase,Pieces,User3,2024-06-16,Perfect
80,79,69,542.36,210.76,6,Brand A,Supplier Y,Depot 2,Manager 1,Section B,Return,Kg,User3,2024-03-20,Very High
50,45,16,104.06,166.59,5,Brand B,Supplier X,Depot 1,Manager 3,Section A,Return,Kg,User1,2024-01-26,Perfect
8,5,3,921.99,79.53,18,Brand A,Supplier Z,Depot 1,Manager 2,Section B,Purchase,Kg,User1,2024-11-16,Very Low
64,55,46,176.76,297.75,7,Brand B,Supplier Z,Depot 2,Manager 2,Section A,Purchase,Boxes,User3,2024-11-02,High
45,47,22,557.24,152.5,10,Brand B,Supplier Z,Depot 1,Manager 2,Section B,Sale,Boxes,User1,2024-09-15,Perfect
10,8,2,240.14,310.51,20,Brand A,Supplier Z,Depot 1,Manager 3,Section A,Sale,Kg,User2,2024-06-19,Very Low
52,72,41,926.03,203.21,8,Brand D,Supplier Z,Depot 2,Manager 3,Section A,Sale,Pieces,User1,2024-02-05,High
74,65,36,683.88,192.2,2,Brand A,Supplier X,Depot 2,Manager 1,Section B,Purchase,Boxes,User1,2024-01-30,High
73,52,50,274.86,297.18,18,Brand A,Supplier Z,Depot 3,Manager 1,Section B,Return,Kg,User1,2024-03-27,High
89,78,74,828.99,212.72,3,Brand D,Supplier Z,Depot 1,Manager 1,Section C,Sale,Pieces,User3,2024-12-13,Very High
10,1,2,185.13,364.81,2,Brand D,Supplier Z,Depot 3,Manager 1,Section B,Purchase,Boxes,User1,2024-11-30,Very Low
2,3,2,337.96,338.75,8,Brand D,Supplier Z,Depot 2,Manager 1,Section C,Sale,Kg,User2,2024-08-31,Very Low
8,1,0,917.97,72.01,5,Brand B,Supplier X,Depot 2,Manager 3,Section C,Sale,Kg,User3,2024-08-27,Very Low
33,49,19,840.08,41.38,7,Brand A,Supplier Z,Depot 2,Manager 1,Section B,Sale,Boxes,User3,2024-08-07,Perfect
35,30,26,363.24,18.14,18,Brand D,Supplier X,Depot 3,Manager 1,Section A,Sale,Kg,User3,2024-09-01,Perfect
43,39,19,168.23,110.61,3,Brand B,Supplier Z,Depot 2,Manager 2,Section C,Return,Pieces,User3,2024-09-29,Perfect
44,38,24,639.93,310.82,2,Brand B,Supplier Z,Depot 1,Manager 2,Section A,Purchase,Boxes,User1,2024-04-11,Perfect
1,9,1,136.78,65.25,8,Brand D,Supplier X,Depot 3,Manager 2,Section A,Sale,Boxes,User2,2024-11-18,Very Low
68,59,48,286.95,69.22,12,Brand D,Supplier Z,Depot 1,Manager 2,Section B,Sale,Boxes,User2,2024-04-02,High
7,2,1,629.52,291.66,5,Brand A,Supplier Y,Depot 3,Manager 1,Section B,Return,Kg,User1,2024-06-27,Very Low
37,27,17,367.26,110.34,9,Brand B,Supplier Y,Depot 1,Manager 2,Section B,Sale,Boxes,User1,2024-12-08,Perfect
23,18,14,239.74,171.83,7,Brand C,Supplier Y,Depot 2,Manager 1,Section B,Purchase,Kg,User2,2024-02-01,Low
58,63,37,36.4,202.57,2,Brand D,Supplier X,Depot 1,Manager 3,Section A,Return,Boxes,User2,2024-09-01,High
12,11,6,655.18,265.97,1,Brand D,Supplier Z,Depot 2,Manager 3,Section A,Sale,Boxes,User1,2024-10-14,Low
5,7,1,603.06,181.75,9,Brand A,Supplier Z,Depot 2,Manager 2,Section C,Purchase,Pieces,User1,2024-09-24,Very Low
68,60,31,521.95,287.24,6,Brand A,Supplier X,Depot 2,Manager 3,Section C,Return,Kg,User3,2024-07-21,High
84,77,55,416.12,205.26,1,Brand A,Supplier Z,Depot 1,Manager 2,Section C,Return,Boxes,User1,2024-10-20,Very High
24,25,14,14.78,205.16,6,Brand C,Supplier X,Depot 3,Manager 2,Section A,Sale,Pieces,User3,2024-11-25,Low
96,91,75,155.31,301.52,4,Brand B,Supplier X,Depot 2,Manager 3,Section C,Sale,Pieces,User3,2024-02-09,Very High
62,74,40,940.82,98.94,14,Brand D,Supplier Z,Depot 1,Manager 1,Section A,Sale,Boxes,User1,2024-07-28,High
59,51,39,638.57,349.32,18,Brand D,Supplier Z,Depot 1,Manager 1,Section C,Sale,Pieces,User3,2024-10-25,High
0,9,5,82.0,310.76,5,Brand C,Supplier Y,Depot 1,Manager 2,Section A,Return,Boxes,User1,2024-02-29,Very Low
2,8,4,322.05,12.6,11,Brand B,Supplier X,Depot 1,Manager 3,Section A,Sale,Kg,User3,2024-04-13,Very Low
10,10,3,325.1,218.22,16,Brand B,Supplier X,Depot 1,Manager 1,Section A,Purchase,Kg,User3,2024-07-06,Very Low
44,44,24,188.4,29.25,7,Brand C,Supplier X,Depot 3,Manager 2,Section A,Purchase,Boxes,User3,2024-07-07,Perfect
9,9,4,836.99,486.07,11,Brand A,Supplier Y,Depot 1,Manager 2,Section C,Sale,Boxes,User1,2024-03-04,Very Low
93,99,72,448.1,318.55,7,Brand B,Supplier X,Depot 2,Manager 2,Section A,Purchase,Boxes,User2,2024-07-22,Very High
24,20,15,486.5,476.23,3,Brand A,Supplier Y,Depot 2,Manager 1,Section A,Purchase,Boxes,User1,2024-01-10,Low
88,100,80,618.24,347.48,15,Brand B,Supplier Z,Depot 2,Manager 2,Section B,Return,Pieces,User3,2024-03-13,Very High
61,72,49,950.45,190.66,3,Brand D,Supplier X,Depot 3,Manager 1,Section C,Return,Kg,User1,2024-06-20,High
55,58,39,498.32,28.65,14,Brand B,Supplier Z,Depot 3,Manager 1,Section C,Sale,Boxes,User3,2024-12-16,High
100,84,54,745.67,385.51,15,Brand D,Supplier Y,Depot 1,Manager 3,Section C,Sale,Kg,User2,2024-06-20,Very High
58,58,47,972.68,279.47,13,Brand D,Supplier Y,Depot 1,Manager 1,Section A,Sale,Boxes,User3,2024-08-19,High
17,14,12,990.23,118.8,15,Brand C,Supplier Y,Depot 1,Manager 3,Section C,Sale,Kg,User2,2024-08-29,Low
45,46,24,677.99,422.54,5,Brand C,Supplier Y,Depot 1,Manager 1,Section C,Sale,Pieces,User3,2024-08-14,Perfect
71,75,43,329.42,362.04,15,Brand A,Supplier Z,Depot 1,Manager 2,Section A,Purchase,Pieces,User3,2024-04-05,High
48,45,21,436.85,400.36,19,Brand A,Supplier Y,Depot 3,Manager 2,Section B,Purchase,Boxes,User1,2024-04-16,Perfect
36,39,24,770.7,360.79,2,Brand A,Supplier Y,Depot 1,Manager 2,Section C,Purchase,Boxes,User1,2024-11-06,Perfect
12,14,9,980.14,294.15,3,Brand C,Supplier Z,Depot 2,Manager 1,Section C,Purchase,Pieces,User3,2024-09-12,Low
92,82,69,244.13,400.63,9,Brand B,Supplier X,Depot 3,Manager 3,Section C,Return,Kg,User1,2024-03-28,Very High
78,84,64,308.16,16.04,6,Brand D,Supplier Z,Depot 2,Manager 1,Section B,Return,Boxes,User2,2024-02-15,Very High
6,7,5,853.08,264.57,12,Brand C,Supplier Y,Depot 3,Manager 2,Section A,Purchase,Pieces,User1,2024-09-22,Very Low
83,84,78,880.93,91.07,19,Brand A,Supplier Z,Depot 3,Manager 1,Section B,Sale,Boxes,User2,2024-08-14,Very High
49,47,22,77.79,188.82,7,Brand C,Supplier X,Depot 2,Manager 3,Section C,Return,Kg,User3,2024-11-29,Perfect
42,32,16,928.2,444.33,14,Brand A,Supplier Y,Depot 1,Manager 2,Section C,Purchase,Boxes,User3,2024-04-06,Perfect
57,52,49,93.99,418.15,12,Brand C,Supplier X,Depot 3,Manager 1,Section C,Return,Kg,User1,2024-10-31,High
90,89,70,331.89,43.04,1,Brand C,Supplier X,Depot 2,Manager 1,Section B,Purchase,Pieces,User2,2024-08-01,Very High
33,28,26,92.32,244.26,6,Brand A,Supplier Z,Depot 1,Manager 1,Section A,Sale,Pieces,User3,2024-08-07,Perfect
0,0,2,11.81,277.78,18,Brand B,Supplier Y,Depot 1,Manager 3,Section C,Sale,Kg,User2,2024-05-16,Very Low
8,8,1,582.88,53.48,9,Brand A,Supplier Y,Depot 1,Manager 1,Section B,Purchase,Pieces,User2,2024-08-24,Very Low
67,73,38,542.26,338.56,12,Brand B,Supplier Z,Depot 2,Manager 2,Section B,Sale,Boxes,User1,2024-03-10,High
21,12,6,585.33,225.14,15,Brand B,Supplier X,Depot 2,Manager 2,Section A,Purchase,Kg,User2,2024-01-28,Low
8,10,1,505.37,491.9,5,Brand B,Supplier Y,Depot 2,Manager 1,Section C,Return,Kg,User2,2024-11-08,Very Low
70,67,50,54.46,312.01,8,Brand B,Supplier Y,Depot 1,Manager 3,Section A,Return,Kg,User3,2024-09-17,High
70,56,42,109.78,93.4,9,Brand C,Supplier Z,Depot 1,Manager 3,Section A,Sale,Pieces,User2,2024-06-21,High
48,27,27,111.69,389.75,9,Brand D,Supplier X,Depot 1,Manager 3,Section A,Sale,Pieces,User2,2024-06-14,Perfect
6,9,3,193.87,492.61,6,Brand C,Supplier Y,Depot 1,Manager 2,Section A,Return,Kg,User3,2024-06-12,Very Low
51,59,33,452.9,461.83,4,Brand B,Supplier Z,Depot 1,Manager 2,Section A,Return,Kg,User1,2024-03-30,High
18,24,11,361.24,87.51,1,Brand A,Supplier Z,Depot 3,Manager 1,Section B,Purchase,Pieces,User3,2024-11-10,Low
36,33,28,175.43,280.81,9,Brand D,Supplier Z,Depot 1,Manager 2,Section C,Purchase,Kg,User2,2024-05-15,Perfect
29,48,23,851.34,30.31,19,Brand A,Supplier X,Depot 2,Manager 2,Section C,Return,Kg,User1,2024-01-06,Perfect
39,49,23,314.45,95.52,3,Brand B,Supplier X,Depot 2,Manager 2,Section B,Purchase,Kg,User3,2024-10-19,Perfect
88,96,78,394.0,299.08,18,Brand B,Supplier Z,Depot 2,Manager 2,Section A,Sale,Pieces,User2,2024-07-27,Very High
15,18,12,699.71,333.01,2,Brand D,Supplier X,Depot 1,Manager 1,Section C,Purchase,Boxes,User2,2024-01-19,Low
15,20,9,783.23,92.81,15,Brand C,Supplier Y,Depot 3,Manager 1,Section B,Purchase,Pieces,User1,2024-05-06,Low
75,61,41,776.49,193.34,7,Brand A,Supplier Z,Depot 1,Manager 1,Section C,Purchase,Boxes,User3,2024-08-23,High
27,45,26,82.69,157.31,20,Brand D,Supplier X,Depot 3,Manager 2,Section B,Purchase,Kg,User1,2024-02-06,Perfect
5,9,5,711.84,326.15,9,Brand B,Supplier Z,Depot 3,Manager 2,Section A,Sale,Pieces,User3,2024-05-11,Very Low
0,1,0,720.18,12.06,19,Brand C,Supplier X,Depot 1,Manager 2,Section C,Sale,Pieces,User3,2024-07-13,Very Low
99,90,70,829.4,253.97,1,Brand A,Supplier Z,Depot 1,Manager 3,Section A,Purchase,Kg,User1,2024-02-14,Very High
47,31,16,668.81,383.4,1,Brand C,Supplier Z,Depot 3,Manager 3,Section B,Return,Boxes,User2,2024-03-09,Perfect
97,83,67,689.07,47.54,16,Brand D,Supplier Y,Depot 3,Manager 1,Section C,Purchase,Kg,User3,2024-01-04,Very High
44,44,17,22.73,268.9,8,Brand C,Supplier X,Depot 3,Manager 2,Section B,Purchase,Pieces,User2,2024-06-27,Perfect
8,5,5,74.54,105.95,10,Brand B,Supplier X,Depot 2,Manager 1,Section B,Purchase,Pieces,User3,2024-09-27,Very Low
75,52,50,75.48,380.8,9,Brand D,Supplier Z,Depot 1,Manager 1,Section B,Return,Kg,User3,2024-08-06,High
63,58,38,263.11,195.1,4,Brand A,Supplier X,Depot 3,Manager 2,Section A,Purchase,Boxes,User1,2024-07-02,High
2,5,2,700.68,274.39,6,Brand C,Supplier X,Depot 3,Manager 3,Section A,Purchase,Kg,User3,2024-12-19,Very Low
30,47,24,507.85,465.07,15,Brand D,Supplier X,Depot 3,Manager 2,Section C,Sale,Boxes,User2,2024-06-26,Perfect
37,43,30,551.97,39.21,6,Brand D,Supplier Z,Depot 2,Manager 1,Section A,Purchase,Boxes,User1,2024-11-09,Perfect
27,37,22,200.45,206.02,10,Brand B,Supplier X,Depot 1,Manager 1,Section C,Sale,Kg,User2,2024-12-01,Perfect
6,9,4,116.31,261.87,6,Brand D,Supplier X,Depot 3,Manager 2,Section A,Purchase,Boxes,User1,2024-06-11,Very Low
88,85,77,167.2,420.3,9,Brand A,Supplier Z,Depot 3,Manager 1,Section A,Purchase,Pieces,User2,2024-01-08,Very High
2,1,1,325.27,368.55,2,Brand D,Supplier Y,Depot 2,Manager 1,Section B,Return,Boxes,User1,2024-05-02,Very Low
61,55,44,197.51,49.15,19,Brand C,Supplier X,Depot 2,Manager 2,Section A,Purchase,Kg,User3,2024-02-26,High
24,22,10,782.06,139.57,11,Brand A,Supplier Y,Depot 1,Manager 1,Section C,Return,Pieces,User2,2024-06-29,Low
47,45,28,628.68,198.03,3,Brand C,Supplier Z,Depot 1,Manager 1,Section C,Return,Boxes,User3,2024-08-26,Perfect
71,61,34,770.56,87.16,1,Brand C,Supplier Z,Depot 3,Manager 2,Section C,Sale,Kg,User1,2024-01-06,High
52,60,41,592.86,410.57,18,Brand B,Supplier Z,Depot 1,Manager 2,Section A,Return,Pieces,User2,2024-04-17,High
18,25,14,526.88,165.77,11,Brand A,Supplier Z,Depot 2,Manager 1,Section A,Return,Boxes,User2,2024-12-19,Low
12,20,15,414.69,37.69,7,Brand C,Supplier X,Depot 2,Manager 2,Section B,Return,Kg,User2,2024-10-16,Low
17,21,9,957.2,223.51,11,Brand D,Supplier X,Depot 3,Manager 2,Section B,Purchase,Kg,User1,2024-01-04,Low
77,85,62,964.11,63.46,7,Brand A,Supplier X,Depot 2,Manager 1,Section A,Sale,Boxes,User1,2024-11-24,Very High
41,36,17,618.37,175.23,12,Brand A,Supplier X,Depot 1,Manager 1,Section B,Purchase,Boxes,User2,2024-10-13,Perfect
19,16,9,162.93,183.33,12,Brand A,Supplier Z,Depot 2,Manager 1,Section A,Purchase,Boxes,User1,2024-07-10,Low
100,98,61,621.37,420.53,3,Brand A,Supplier Z,Depot 2,Manager 1,Section B,Sale,Kg,User3,2024-01-29,Very High
95,96,51,398.35,340.81,9,Brand D,Supplier Y,Depot 3,Manager 2,Section C,Purchase,Boxes,User1,2024-02-03,Very High
20,17,9,113.62,374.92,11,Brand B,Supplier Y,Depot 2,Manager 1,Section B,Sale,Pieces,User2,2024-10-09,Low
39,31,20,135.19,195.72,15,Brand A,Supplier X,Depot 2,Manager 3,Section B,Return,Pieces,User2,2024-01-22,Perfect
91,82,62,233.53,206.92,2,Brand B,Supplier Z,Depot 1,Manager 2,Section B,Return,Kg,User2,2024-03-24,Very High
95,84,63,364.11,22.68,7,Brand D,Supplier X,Depot 2,Manager 3,Section B,Sale,Kg,User2,2024-01-31,Very High
40,33,22,736.06,418.22,10,Brand A,Supplier X,Depot 2,Manager 3,Section A,Return,Kg,User3,2024-07-04,Perfect
23,22,10,614.11,316.29,11,Brand B,Supplier Z,Depot 1,Manager 3,Section A,Sale,Pieces,User1,2024-10-09,Low
10,7,3,364.44,465.27,11,Brand B,Supplier Z,Depot 2,Manager 2,Section C,Purchase,Kg,User2,2024-10-28,Very Low
12,22,8,792.23,426.92,4,Brand C,Supplier X,Depot 1,Manager 3,Section B,Purchase,Boxes,User1,2024-03-01,Low
35,49,24,632.95,192.17,20,Brand A,Supplier Y,Depot 2,Manager 2,Section C,Sale,Pieces,User2,2024-07-12,Perfect
25,19,12,433.93,359.94,19,Brand C,Supplier X,Depot 2,Manager 2,Section C,Return,Pieces,User2,2024-04-23,Low
78,96,69,552.64,93.45,8,Brand B,Supplier Y,Depot 3,Manager 1,Section A,Purchase,Pieces,User1,2024-03-15,Very High
17,17,14,697.07,225.8,13,Brand C,Supplier X,Depot 2,Manager 3,Section C,Return,Boxes,User3,2024-07-17,Low
31,30,23,276.09,300.03,14,Brand B,Supplier Z,Depot 1,Manager 2,Section A,Purchase,Pieces,User3,2024-01-05,Perfect
19,13,12,545.47,475.89,2,Brand D,Supplier X,Depot 3,Manager 3,Section B,Purchase,Pieces,User2,2024-11-27,Low
36,44,30,26.17,186.52,10,Brand C,Supplier X,Depot 2,Manager 3,Section A,Purchase,Boxes,User2,2024-04-20,Perfect
78,93,75,961.59,403.93,18,Brand C,Supplier Y,Depot 2,Manager 1,Section B,Purchase,Kg,User1,2024-01-23,Very High
69,63,43,499.49,46.04,19,Brand B,Supplier Y,Depot 3,Manager 2,Section A,Return,Pieces,User2,2024-09-25,High
42,34,16,414.66,303.39,13,Brand C,Supplier Z,Depot 2,Manager 3,Section B,Sale,Pieces,User2,2024-10-12,Perfect
42,49,18,23.9,77.55,8,Brand B,Supplier X,Depot 3,Manager 3,Section B,Return,Pieces,User1,2024-01-15,Perfect
17,17,9,670.57,108.4,12,Brand C,Supplier Z,Depot 2,Manager 2,Section A,Return,Boxes,User1,2024-05-25,Low
22,11,13,536.54,293.36,10,Brand D,Supplier Y,Depot 2,Manager 1,Section C,Sale,Kg,User2,2024-08-05,Low
99,83,70,977.74,12.68,12,Brand C,Supplier X,Depot 2,Manager 3,Section B,Sale,Boxes,User3,2024-12-13,Very High
44,40,18,884.71,410.92,5,Brand D,Supplier Z,Depot 2,Manager 2,Section C,Return,Boxes,User3,2024-05-22,Perfect
23,12,7,783.59,40.43,18,Brand A,Supplier Z,Depot 2,Manager 2,Section B,Return,Pieces,User1,2024-05-03,Low
46,41,17,161.81,201.55,19,Brand A,Supplier X,Depot 3,Manager 2,Section A,Sale,Boxes,User2,2024-04-18,Perfect
33,27,29,768.7,92.83,20,Brand C,Supplier Y,Depot 1,Manager 3,Section A,Return,Boxes,User3,2024-11-12,Perfect
49,50,28,606.42,295.87,9,Brand B,Supplier Z,Depot 1,Manager 3,Section A,Purchase,Boxes,User3,2024-05-04,Perfect
72,60,43,951.0,228.67,18,Brand A,Supplier X,Depot 1,Manager 3,Section C,Return,Pieces,User2,2024-10-27,High
41,26,22,940.52,255.52,2,Brand B,Supplier X,Depot 2,Manager 3,Section C,Purchase,Pieces,User1,2024-11-10,Perfect
33,33,18,825.05,377.19,9,Brand A,Supplier Y,Depot 3,Manager 3,Section B,Sale,Pieces,User2,2024-07-30,Perfect
80,77,73,603.28,83.84,10,Brand C,Supplier X,Depot 2,Manager 1,Section C,Return,Kg,User3,2024-05-29,Very High
20,19,12,954.79,12.65,10,Brand A,Supplier Y,Depot 2,Manager 2,Section A,Sale,Pieces,User1,2024-09-12,Low
83,77,73,407.46,15.66,9,Brand A,Supplier Z,Depot 1,Manager 3,Section C,Purchase,Boxes,User2,2024-08-21,Very High
6,10,5,176.88,396.54,2,Brand B,Supplier X,Depot 1,Manager 2,Section A,Purchase,Kg,User3,2024-07-02,Very Low
59,51,44,832.88,24.27,15,Brand C,Supplier Z,Depot 1,Manager 1,Section C,Sale,Kg,User3,2024-03-12,High
17,16,11,177.78,475.26,1,Brand A,Supplier Z,Depot 1,Manager 1,Section C,Sale,Boxes,User3,2024-01-19,Low
9,10,2,14.9,142.71,10,Brand B,Supplier Y,Depot 1,Manager 3,Section B,Return,Kg,User2,2024-01-19,Very Low
14,23,8,76.14,289.79,4,Brand D,Supplier Y,Depot 2,Manager 3,Section B,Purchase,Kg,User3,2024-01-25,Low
97,83,80,627.03,234.46,10,Brand A,Supplier Y,Depot 3,Manager 3,Section B,Sale,Kg,User3,2024-01-27,Very High
89,86,59,207.33,350.33,20,Brand D,Supplier X,Depot 2,Manager 1,Section B,Sale,Boxes,User2,2024-01-10,Very High
51,53,39,266.61,61.38,18,Brand B,Supplier Z,Depot 2,Manager 1,Section C,Return,Boxes,User3,2024-01-21,High
23,25,11,395.5,467.42,20,Brand D,Supplier Y,Depot 3,Manager 2,Section B,Return,Boxes,User2,2024-12-23,Low
68,65,49,351.39,435.96,9,Brand A,Supplier Y,Depot 2,Manager 1,Section B,Sale,Pieces,User2,2024-09-18,High
10,9,0,126.44,265.98,20,Brand B,Supplier Y,Depot 2,Manager 3,Section C,Return,Pieces,User1,2024-05-13,Very Low
68,51,50,651.58,39.64,3,Brand A,Supplier X,Depot 3,Manager 3,Section A,Return,Boxes,User3,2024-11-17,High
99,77,68,467.63,287.21,3,Brand C,Supplier X,Depot 3,Manager 2,Section B,Sale,Kg,User2,2024-06-17,Very High
78,92,62,477.15,463.28,12,Brand A,Supplier Y,Depot 2,Manager 1,Section C,Purchase,Pieces,User3,2024-11-12,Very High
4,9,1,451.26,62.15,13,Brand C,Supplier Y,Depot 1,Manager 3,Section B,Return,Kg,User1,2024-07-22,Very Low
97,79,80,565.29,388.07,18,Brand A,Supplier Z,Depot 1,Manager 2,Section B,Purchase,Boxes,User2,2024-03-18,Very High
77,88,75,621.62,19.98,8,Brand A,Supplier Y,Depot 2,Manager 3,Section C,Return,Pieces,User1,2024-08-12,Very High
67,72,43,116.28,53.23,18,Brand A,Supplier X,Depot 3,Manager 2,Section C,Return,Pieces,User3,2024-10-24,High
0,7,2,449.52,492.86,12,Brand D,Supplier Y,Depot 3,Manager 2,Section B,Sale,Pieces,User1,2024-08-12,Very Low
45,35,20,501.0,438.86,11,Brand C,Supplier X,Depot 2,Manager 1,Section C,Sale,Boxes,User2,2024-03-02,Perfect
66,67,31,400.65,463.92,8,Brand B,Supplier X,Depot 3,Manager 2,Section C,Return,Boxes,User2,2024-03-08,High
71,63,38,247.04,416.86,1,Brand A,Supplier Y,Depot 1,Manager 2,Section B,Purchase,Pieces,User2,2024-05-31,High
30,29,16,789.61,6.66,18,Brand B,Supplier X,Depot 2,Manager 2,Section A,Sale,Pieces,User3,2024-03-11,Perfect
50,45,28,168.12,274.61,9,Brand A,Supplier X,Depot 3,Manager 2,Section A,Return,Boxes,User1,2024-02-15,Perfect
10,0,0,544.52,136.93,18,Brand D,Supplier Z,Depot 2,Manager 2,Section A,Sale,Boxes,User1,2024-08-22,Very Low
50,50,16,831.13,227.8,17,Brand D,Supplier X,Depot 2,Manager 3,Section C,Purchase,Boxes,User1,2024-10-12,Perfect
30,44,23,987.75,103.44,13,Brand A,Supplier Y,Depot 3,Manager 3,Section C,Sale,Pieces,User3,2024-02-06,Perfect
14,12,6,934.3,114.21,1,Brand A,Supplier Y,Depot 2,Manager 2,Section A,Purchase,Boxes,User2,2024-02-13,Low
8,6,4,992.96,370.44,13,Brand D,Supplier X,Depot 3,Manager 1,Section A,Sale,Pieces,User1,2024-10-20,Very Low
67,56,36,851.58,275.23,14,Brand D,Supplier Z,Depot 3,Manager 1,Section C,Purchase,Pieces,User3,2024-02-05,High
11,13,10,687.85,265.16,7,Brand D,Supplier X,Depot 1,Manager 3,Section C,Return,Boxes,User1,2024-03-22,Low
22,12,9,240.87,481.18,16,Brand A,Supplier Y,Depot 2,Manager 3,Section A,Sale,Kg,User2,2024-11-27,Low
11,22,12,665.83,278.0,4,Brand C,Supplier Y,Depot 1,Manager 3,Section C,Purchase,Boxes,User1,2024-03-26,Low
35,39,29,357.38,438.41,3,Brand D,Supplier Y,Depot 2,Manager 2,Section A,Sale,Boxes,User3,2024-02-13,Perfect
88,84,73,767.28,186.27,3,Brand D,Supplier Z,Depot 3,Manager 2,Section A,Return,Boxes,User2,2024-10-26,Very High
16,14,11,851.42,300.81,13,Brand D,Supplier Y,Depot 2,Manager 3,Section B,Return,Pieces,User1,2024-03-10,Low
13,22,6,924.49,204.28,15,Brand C,Supplier X,Depot 3,Manager 2,Section C,Sale,Pieces,User2,2024-04-02,Low
62,67,42,671.16,169.85,2,Brand D,Supplier Z,Depot 2,Manager 2,Section C,Sale,Pieces,User1,2024-12-17,High
24,12,11,622.65,85.92,2,Brand A,Supplier Z,Depot 1,Manager 1,Section B,Return,Pieces,User1,2024-09-11,Low
21,24,11,551.6,325.24,1,Brand A,Supplier Z,Depot 2,Manager 2,Section A,Return,Boxes,User2,2024-12-20,Low
94,86,74,291.57,363.16,8,Brand B,Supplier Z,Depot 2,Manager 3,Section C,Purchase,Kg,User3,2024-09-07,Very High
56,53,37,735.8,385.65,20,Brand A,Supplier X,Depot 1,Manager 1,Section A,Purchase,Kg,User3,2024-08-16,High
1,0,5,716.66,435.01,19,Brand C,Supplier Z,Depot 2,Manager 3,Section C,Return,Kg,User1,2024-10-28,Very Low
43,29,20,396.65,353.48,12,Brand B,Supplier Y,Depot 2,Manager 3,Section B,Purchase,Kg,User3,2024-03-11,Perfect
36,32,25,765.69,225.96,11,Brand A,Supplier X,Depot 3,Manager 1,Section C,Return,Kg,User2,2024-04-17,Perfect
25,13,13,643.51,307.74,12,Brand C,Supplier X,Depot 3,Manager 2,Section B,Purchase,Boxes,User3,2024-06-07,Low
70,73,48,202.07,241.83,2,Brand D,Supplier Y,Depot 1,Manager 1,Section B,Purchase,Boxes,User2,2024-02-28,High
4,1,1,485.23,82.98,17,Brand C,Supplier Z,Depot 1,Manager 2,Section A,Purchase,Kg,User1,2024-03-01,Very Low
87,80,62,318.2,117.39,10,Brand B,Supplier Y,Depot 2,Manager 3,Section C,Return,Kg,User2,2024-04-22,Very High
10,3,2,121.88,342.18,15,Brand B,Supplier X,Depot 3,Manager 2,Section C,Sale,Kg,User2,2024-12-26,Very Low
33,27,23,810.23,461.1,11,Brand C,Supplier X,Depot 3,Manager 1,Section A,Sale,Kg,User2,2024-11-05,Perfect
10,8,3,801.45,183.55,5,Brand A,Supplier X,Depot 3,Manager 2,Section C,Return,Kg,User1,2024-10-30,Very Low
61,70,35,698.55,339.42,13,Brand D,Supplier Y,Depot 3,Manager 2,Section C,Sale,Kg,User1,2024-01-14,High
68,51,47,66.85,444.65,8,Brand A,Supplier Y,Depot 1,Manager 1,Section C,Return,Boxes,User1,2024-02-24,High
87,77,75,131.82,182.45,7,Brand B,Supplier Y,Depot 2,Manager 1,Section A,Sale,Boxes,User2,2024-06-03,Very High
39,47,30,347.76,33.92,19,Brand C,Supplier Z,Depot 2,Manager 2,Section B,Return,Kg,User3,2024-05-27,Perfect
63,52,31,154.31,209.32,11,Brand A,Supplier Z,Depot 3,Manager 1,Section C,Sale,Kg,User3,2024-02-25,High
26,37,24,96.95,106.94,14,Brand B,Supplier X,Depot 3,Manager 2,Section C,Sale,Boxes,User1,2024-07-22,Perfect
2,0,1,10.74,416.86,3,Brand D,Supplier Y,Depot 3,Manager 1,Section B,Sale,Pieces,User1,2024-07-06,Very Low
68,54,37,736.17,407.94,20,Brand A,Supplier X,Depot 2,Manager 1,Section C,Return,Boxes,User1,2024-07-12,High
78,88,58,818.27,432.98,15,Brand A,Supplier Y,Depot 3,Manager 3,Section A,Sale,Kg,User2,2024-06-24,Very High
95,82,67,571.63,175.27,3,Brand B,Supplier Z,Depot 1,Manager 2,Section B,Sale,Pieces,User2,2024-12-14,Very High
15,21,6,863.63,30.13,13,Brand C,Supplier X,Depot 1,Manager 1,Section B,Sale,Kg,User1,2024-12-26,Low
56,58,42,125.36,227.17,14,Brand C,Supplier X,Depot 3,Manager 2,Section B,Sale,Kg,User2,2024-04-17,High
61,64,32,80.05,59.31,11,Brand D,Supplier X,Depot 1,Manager 2,Section A,Return,Kg,User1,2024-11-21,High
25,11,11,46.97,420.57,19,Brand A,Supplier Z,Depot 2,Manager 1,Section C,Purchase,Boxes,User2,2024-07-13,Low
7,10,5,462.02,263.04,8,Brand D,Supplier Z,Depot 3,Manager 3,Section C,Return,Kg,User3,2024-06-02,Very Low
19,24,12,891.03,496.54,15,Brand B,Supplier X,Depot 2,Manager 3,Section A,Return,Pieces,User1,2024-12-26,Low
37,30,18,64.61,239.48,12,Brand A,Supplier Z,Depot 1,Manager 3,Section A,Sale,Pieces,User2,2024-02-05,Perfect
54,53,50,94.14,383.01,10,Brand D,Supplier Z,Depot 1,Manager 3,Section B,Return,Boxes,User2,2024-12-01,High
